question_id,answer
1000012745,MARK CARNEY
1000012746,ANNE NIGHTINGALE
1000012747,1899-1902
1000012748,GRANDSON
1000012749,YUGOSLAVIA
1000012750,WALKER BROTHERS
1000012751,MONTREAL
1000012752,URALS
1000012753,AL-MADINAH
1000012754,MADELINE BELL
1000012755,SHOES
1000012756,ASDA
1000012757,TUNISIA
1000012758,PETER RABBIT
1000012759,PAUL RYAN
1000012760,KEITH WEST
1000012761,JOE SOUTH
1000012762,SKIING
1000012763,PINK
1000012764,FRANCES HODGSON BURNETT
1000012765,MR. McHENRY
1000012766,RENAULT MEGANE
1000012767,USAIN BOLT
1000012768,ARTHUR ASKEY
1000012769,POLYTHENE PAM
1000012770,KENNETH CLARKE
1000012771,FORFAR
1000012772,Sir WILLIAM WALTON
1000012773,FIDDLER ON THE ROOF
1000012774,CUT-THROAT JAKE
1000012775,The MAD HATTER
1000012776,HAMLET
1000012777,TOMMY COOPER
1000012778,GREAT ORME
1000012779,WITCHES
1000012780,ERNIE WISE
1000012781,PORT SAID
1000012782,JUDY GARLAND
1000012783,BUDDY HOLLY
1000012784,Card Games
1000012785,Safari
1000012786,Rio de Janeiro
1000012787,Andorra
1000012788,A Computer
1000012789,Cabaret
1000012790,Cape Fear
1000012791,Orange
1000012792,Sukiyaki
1000012793,Gherkins
1000012794,The Humblebums
1000012795,The Spinners
1000012796,Drowned
1000012797,Dragons Den
1000012798,Gnomon
1000012799,Isle of Man
1000012800,Seth
1000012801,Alton Towers
1000012802,Ordinal Numbers
1000012803,Houston
1000012804,The Voice
1000012805,Godfrey Bloom
1000012806,George Bernard Shaw
1000012807,Oscar Wilde
1000012808,Las Vegas
1000012809,Cape of Storms
1000012810,Oak
1000012811,Milhouse
1000012812,Shelbyville
1000012813,Chardonnay
1000012814,Tuscany
1000012815,Darius
1000012816,High Noon
1000012817,The Firm
1000012818,Barbara Bach
1000012819,Paprika
1000012820,Troy
1000012821,Groundhog
1000012822,Chinchilla
1000012823,A Cheese
1000012824,House of Fun
1000012825,Couchant
1000012826,Achilles
1000012827,Passant
1000012828,Darby and Joan
1000012829,Colour Blindness
1000012830,Sheet Music
1000012831,Rebus
1000012832,An Egg
1000012833,Peter Abelard
1000012834,Abscissa
1000012835,Trapezium
1000012836,The Mousetrap
1000012837,Peaky Blinders
1000012838,Balti
1000012839,Belgium
1000012840,U S A
1000012841,Roman Catholics
1000012842,Nottingham Forest
1000012843,Leeds Utd
1000012844,Leprosy
1000012845,Salmon
1000012846,Boxing
1000012847,Isle of Man
1000012848,Queen Victoria
1000012849,Jimmy Hoffa
1000012850,Sri Lanka
1000012851,The Matterhorn
1000012852,Russell Brand
1000012853,Bank of England
1000012854,Treason
1000012855,Mendelssohn
1000012856,Wrench
1000012857,Penguin Books
1000012858,Blue Jasmine
1000012859,Spider
1000012860,Lynx
1000012861,Antelope
1000012862,Spores
1000012863,Complementary
1000012864,Copper
1000012865,Dubrovnik
1000012866,Stockholm
1000012867,Apennines
1000012868,Ley Lines
1000012869,Okapi
1000012870,The Titans
1000012871,Detroit
1000012872,The Moonstone
1000012873,Fingers or Toes
1000012874,Kylie Minogue
1000012875,Ade Edmondson
1000012876,Mao Tse Tung
1000012877,Ice Cream
1000012878,Maize
1000012879,Tomatoes
1000012880,Cat
1000012881,Pieta
1000012882,New Jersey
1000012883,Clarinet
1000012884,A Rifle
1000012885,samovar
1000012886,Third
1000012887,Dr. No
1000012888,Borsetshire
1000012889,J. B. Priestley
1000012890,Kidnapped
1000012891,1861
1000012892,Norwich City
1000012893,cricket
1000012894,Ferrari
1000012895,Twycross
1000012896,David
1000012897,The Proclaimers
1000012898,stoop
1000012899,male falcon
1000012900,Terence Rattigan
1000012901,Wilma Flintstone
1000012902,Umbrella
1000012903,Before the flood
1000012904,snake
1000012905,Orlov
1000012906,thirteen
1000012907,Huddersfield
1000012908,New Zealand
1000012909,Leinster
1000012910,Magellan
1000012911,Oliver
1000012912,Chalkie White
1000012913,Wales
1000012914,Genoa
1000012915,omnibus
1000012916,sine qua non
1000012917,mumps
1000012918,AB negative
1000012919,Agnes
1000012920,Princess Beatrice
1000012921,1979
1000012922,Smith
1000012923,Nasser
1000012924,horse racing
1000012925,John Daly
1000012926,Lighthouse Family
1000012927,victory
1000012928,Kappa
1000012929,Canterbury
1000012930,Terpsichore
1000012931,Ginger Rogers
1000012932,puma
1000012933,Paris
1000012934,Leo
1000012935,Duarte
1000012936,Shylock
1000012937,James Bolam
1000012938,Geoffrey Rush
1000012939,Scamper
1000012940,lithium
1000012941,Archimedes
1000012942,ear
1000012943,snake
1000012944,tangent
1000012945,Pirates of the Caribbean
1000012946,Austin Powers
1000012947,The Land of Nod
1000012948,Falstaff
1000012949,Glasgow
1000012950,Fez
1000012951,Noddy
1000012952,Bouncing Bomb
1000012953,Filigree
1000012954,Art Deco
1000012955,Portrait of a Lady
1000012956,Steerpike
1000012957,Basalt
1000012958,Mesa
1000012959,Oliver McCall
1000012960,Australia
1000012961,Cloves
1000012962,Blue
1000012963,The Blue Peter
1000012964,Win the Tour de France
1000012965,Prometheus
1000012966,Republic of Ireland
1000012967,Cold Comfort Farm
1000012968,His or Her Health
1000012969,The God Particle
1000012970,Grace and Favour
1000012971,Nearest and Dearest
1000012972,Mahler
1000012973,Billy Budd
1000012974,Orchid
1000012975,Delphinium
1000012976,Bombay Duck
1000012977,Huntingdonshire
1000012978,Duke of Kent
1000012979,Kitsch
1000012980,Coup de Grace
1000012981,Order of Merit
1000012982,Harold Macmillan
1000012983,Order of the Garter
1000012984,Potassium
1000012985,Smokey Robinson
1000012986,Jimmy Ruffin
1000012987,Four Tops
1000012988,Peter Schaffer
1000012989,South-East Iceland
1000012990,Sunshine
1000012991,Munster
1000012992,Aberystwyth
1000012993,Pentland Firth
1000012994,James Fenimore Cooper
1000012995,House of Lords
1000012996,Sunday Schools
1000012997,Aphrodite
1000012998,The Prisoner
1000012999,Humber Bridge
1000013000,Porridge
1000013001,Halloween
1000013002,Dates
1000013003,Lord Byron
1000013004,Montmorency
1000013005,London Spy
1000013006,Marc Bolan
1000013007,Hat
1000013008,The Gordon Riots
1000013009,Naval Mutinies
1000013010,Gresham’s Law
1000013011,Yarra
1000013012,Crystal
1000013013,Kenny Everett
1000013014,Torrens
1000013015,Stamp Collecting
1000013016,Hedge Sparrow
1000013017,Santo Domingo
1000013018,GINGER
1000013019,ROSEMARY
1000013020,NESSUN DORMA
1000013021,KAISER CHIEFS
1000013022,MARCH
1000013023,PAUL O’GRADY
1000013024,GROWING GRAPES
1000013025,WALT WHITMAN
1000013026,ABRAHAM LINCOLN
1000013027,FIFTEEN
1000013028,CHARLES
1000013029,WALKING BACKWARDS
1000013030,IT’S A SQUARE WORLD
1000013031,I TOLD YOU I WAS ILL
1000013032,ALEX GARLAND
1000013033,BRIGHTON
1000013034,WORCESTERSHIRE
1000013035,ROCKY MARCIANO
1000013036,DR. WATSON
1000013037,HALF
1000013038,FATTY ARBUCKLE
1000013039,FRANK L. BAUM
1000013040,MELLING Road
1000013041,17
1000013042,WITNEY
1000013043,Vladimir PUTIN
1000013044,GRAFFITO
1000013045,1930
1000013046,TORTOISE
1000013047,SQUASH
1000013048,FAMOUS GROUSE
1000013049,HEART
1000013050,CALICO
1000013051,SEBASTIAN
1000013052,JOHN BUCHAN
1000013053,NICOLA STURGEON
1000013054,C
1000013055,PETER GRIMES
1000013056,COMMUNITY CHEST
1000013057,CHITTY CHITTY BANG BANG
1000013058,CINDERELLA
1000013059,BOYHOOD
1000013060,ALL ABOUT EVE
1000013061,LIZ DAWN
1000013062,PETER NOONE
1000013063,AB and O
1000013064,UGANDA
1000013065,ASUNCION
1000013066,BARONESS WARSI
1000013067,JOAN PLOWRIGHT
1000013068,THE CHASE
1000013069,MORPHINE
1000013070,WARREN HASTINGS
1000013071,WILLIAM OF WYKEHAM
1000013072,NINE
1000013073,HOLY TRINITY
1000013074,Eamon DE VALERA
1000013075,ISLE OF MAN
1000013076,A MARK
1000013077,MAMMA MIA
1000013078,STRAWBERRY
1000013079,NORWAY
1000013080,Bedloe’s Island
1000013081,Bleeding to Death
1000013082,Central Park New York
1000013083,Slip of the tongue
1000013084,Burnoose
1000013085,Forest of Arden
1000013086,Pig
1000013087,Zen
1000013088,Passion
1000013089,The Seychelles
1000013090,Jacques Delor
1000013091,Durham
1000013092,Gloucester
1000013093,Han Solo
1000013094,Maggie Smith
1000013095,The Railway King
1000013096,Years and Years
1000013097,Aesop
1000013098,Walter Raleigh
1000013099,Leaning Tower of Pisa
1000013100,Abbey Road
1000013101,Wisdom Teeth
1000013102,Marianne
1000013103,Formicary
1000013104,Bells
1000013105,Momentum
1000013106,Formic Acid
1000013107,Doppler Effect
1000013108,Portugal
1000013109,Caucasus
1000013110,Rhodes
1000013111,Rheims
1000013112,Israel
1000013113,Oneiromancy
1000013114,Sigmund Freud
1000013115,Shiraz
1000013116,Vodka
1000013117,Deliverance
1000013118,Librarian
1000013119,Damask
1000013120,Odin
1000013121,George Melly
1000013122,Shofar
1000013123,Glockenspiel
1000013124,Harp
1000013125,Alexandra Burke
1000013126,Brandon Flowers
1000013127,Inspector Wexford
1000013128,The Two Ronnies
1000013129,Post-Impressionists
1000013130,Medici
1000013131,Velasquez
1000013132,Coca Cola
1000013133,Limestone
1000013134,Green
1000013135,Mantle
1000013136,Keats
1000013137,Southey
1000013138,Acting
1000013139,The Son of a Preacher Man
1000013140,Grimaldi
1000013141,Stet
1000013142,Bloodhound
1000013143,Scut
1000013144,Monty Python’s Flying Circus
1000013145,Washington
1000013146,Sir John Moore
1000013147,Cassowary
1000013148,Goldfish
1000013149,Corfu
1000013150,The River Danube
1000013151,Milky Bar Kid
1000013152,The French Lieutenant’s
1000013153,Lorna Doone
1000013154,Barbara Cartland
1000013155,Bay City Rollers
1000013156,Australia
1000013157,Rimsky-Korsakov
1000013158,St James
1000013159,South Africa
1000013160,Johann Strauss
1000013161,Ear Wax
1000013162,Private Detective
1000013163,Told
1000013164,Fold
1000013165,Cold
1000013166,Hattie Jacques
1000013167,Diana Dors
1000013168,Nessa Jenkins
1000013169,Coliseum
1000013170,Seabrook
1000013171,Walker's
1000013172,Halon
1000013173,Samuel Johnson
1000013174,Stephen Sondheim
1000013175,Wolverhampton
1000013176,Glasgow
1000013177,Berlin
1000013178,Brussels
1000013179,HMS Amethyst
1000013180,Ruby
1000013181,Sir Garnet Wolseley
1000013182,Granada
1000013183,Chuck
1000013184,Tottenham Hotspur
1000013185,Skinheads
1000013186,Parka
1000013187,Charlotte
1000013188,Challenger
1000013189,Centre of the Earth
1000013190,19
1000013191,1600 Pennsylvania Ave
1000013192,Clause IV
1000013193,Fifth
1000013194,1930s
1000013195,Edith Cavell
1000013196,State Registered Nurse
1000013197,Judaism
1000013198,Mary
1000013199,Latin
1000013200,Dealey Plaza
1000013201,Osborne House
1000013202,Elizabethan Reggae
1000013203,Brigadoon
1000013204,Matlock
1000013205,Customs
1000013206,Stromboli
1000013207,Brindisi
1000013208,HMS Hampshire
1000013209,Today
1000013210,The European
1000013211,Crypt-Kickers
1000013212,Jack The Ripper
1000013213,Pandar
1000013214,Stephen Ward
1000013215,Quai D'Orsay
1000013216,Huguenots
1000013217,Cambridgeshire
1000013218,Korea
1000013219,Andorra La Vella
1000013220,6-5 Special
1000013221,Car 54
1000013222,Callaghan
1000013223,Salisbury
1000013224,Majorca
1000013225,Bikini
1000013226,Lion
1000013227,Victor
1000013228,Wat Tyler
1000013229,Olive
1000013230,Cabbage Patch Kids
1000013231,Richard Hannay
1000013232,Stan Barstow
1000013233,Benny Hill
1000013234,Ions
1000013235,Sumatra
1000013236,Gardener’s World
1000013237,Eccles
1000013238,The Simpsons
1000013239,Chuck Yeager
1000013240,Freddy Laker
1000013241,Rowing
1000013242,Daisy
1000013243,Fish
1000013244,August
1000013245,Goodwood
1000013246,Absinthe
1000013247,Harold Wilson
1000013248,Swan Upping
1000013249,Blacksmiths
1000013250,Pamplona
1000013251,Jamie Foxx
1000013252,Henry Worsley
1000013253,Baroque
1000013254,Campanile
1000013255,Jeremy Bentham
1000013256,Lord Nelson
1000013257,Odysseus
1000013258,Midas
1000013259,Bob Dylan
1000013260,Oh Carol
1000013261,Jackson Pollack
1000013262,Boxer Rebellion
1000013263,University Boat Race
1000013264,Diving
1000013265,Heat
1000013266,Gold
1000013267,Burma
1000013268,Switzerland
1000013269,Ronald Reagan
1000013270,Giant
1000013271,Greta Garbo
1000013272,Aristotle Onassis
1000013273,Rhode Island
1000013274,King John
1000013275,Goats
1000013276,Jonathan Swift
1000013277,Skein
1000013278,Pupa
1000013279,Starvation
1000013280,Chinook
1000013281,Glaciers
1000013282,Elizabeth I
1000013283,Queen Anne
1000013284,Rodin
1000013285,Barbara Hepworth
1000013286,Stephen Foster
1000013287,Heineken
1000013288,David Broome
1000013289,Ivor Novello
1000013290,County Cork
1000013291,Animal Farm
1000013292,Jim Bowen
1000013293,Sir THOMAS MORE
1000013294,STAFFA
1000013295,GOLDA MEIR
1000013296,SNOWDON
1000013297,CROISSANT
1000013298,LEV
1000013299,UKRAINE
1000013300,KRONA
1000013301,KEIRIN
1000013302,GREAT AUKS
1000013303,KINGFISHERS
1000013304,F. SCOTT FITZGERALD
1000013305,John KEATS
1000013306,PRUNELLA SCALES
1000013307,Ellen RIPLEY
1000013308,OPERATION OVERLORD
1000013309,6th JUNE
1000013310,BARACK OBAMA
1000013311,DEAR FATTY
1000013312,FRANK McCOURT
1000013313,MARY
1000013314,JANUARY
1000013315,Samuel BECKETT
1000013316,JACKAL
1000013317,WINNIE THE POOH
1000013318,PET
1000013319,DORCHESTER
1000013320,Hotel CALIFORNIA
1000013321,VENEREOLOGY
1000013322,GONORRHEA
1000013323,HANS HOLBEIN
1000013324,RONALD REAGAN
1000013325,TINA TURNER
1000013326,PETER PARKER
1000013327,SODIUM SULPHATE
1000013328,HENRY HIGGINS
1000013329,AUTOMATIC NUMBER PLATE
1000013330,ROBERT FALCON
1000013331,95
1000013332,JOAN FONTAINE
1000013333,DAVID COLEMAN
1000013334,PISCES
1000013335,21st
1000013336,BECKY THATCHER
1000013337,King GEORGE VI
1000013338,MIDNIGHT COWBOY
1000013339,ROSES
1000013340,GERANIUMS
1000013341,ANDREW Loog OLDHAM
1000013342,TENCH
1000013343,WORCESTER
1000013344,MARIANNE FAITHFULL
1000013345,SIGOURNEY WEAVER
1000013346,Fuerteventura
1000013347,Bird
1000013348,Spanish Armada
1000013349,The Vatican
1000013350,Tiramasu
1000013351,Zero Dark Thirty
1000013352,Work
1000013353,Rhode Island
1000013354,Impressionist
1000013355,Berlioz
1000013356,Wagner
1000013357,Thunderball
1000013358,Madonna
1000013359,Lakshmi
1000013360,February
1000013361,Thyroid
1000013362,Carbohydrates
1000013363,California
1000013364,Vin de Pays
1000013365,Italy
1000013366,Actuary
1000013367,Khaki
1000013368,David Dimbleby
1000013369,Sable
1000013370,Returning Officer
1000013371,A Wind
1000013372,Canals
1000013373,Aldous Huxley
1000013374,Costa Dorada
1000013375,Shrunk the Kids
1000013376,Fox
1000013377,Onions
1000013378,Poussin
1000013379,Gavel
1000013380,Cymbal
1000013381,Friesian
1000013382,Carry On Up The Khyber
1000013383,Clergyman
1000013384,Worcester
1000013385,Kimono
1000013386,Osmosis
1000013387,Lamb
1000013388,Scrimshaw
1000013389,Vidal Sassoon
1000013390,The Hop Plant
1000013391,Scrofula
1000013392,Phileas Fogg
1000013393,Mathematics
1000013394,Berlin Wall
1000013395,World War I
1000013396,Unforgiven
1000013397,Dances With Wolves
1000013398,Reginald Perrin
1000013399,Wernham Hogg
1000013400,Bloody Mary
1000013401,Beer
1000013402,Massachusetts
1000013403,Peter Lawford
1000013404,Robbie Burns
1000013405,Nene
1000013406,Colonel
1000013407,Stour
1000013408,Brigadier
1000013409,Holman Hunt
1000013410,Colchester
1000013411,Sir Tony Robinson
1000013412,Medina
1000013413,Beaver Scouts
1000013414,Llandudno
1000013415,Germany
1000013416,Port Vale
1000013417,Brentford
1000013418,County Donegal
1000013419,County Offaly
1000013420,Noo-noo
1000013421,Liverpool University
1000013422,Sheffield
1000013423,Cattle Grid
1000013424,Spain
1000013425,Box and Cox
1000013426,Ireland
1000013427,Seattle
1000013428,Glass
1000013429,Nigeria
1000013430,"and, or or nor"
1000013431,Peter Capaldi
1000013432,Pedals
1000013433,Northumbria
1000013434,Æthelstan
1000013435,Bamber Gascoigne
1000013436,Jackie Robinson
1000013437,Field of Dreams
1000013438,Monegasque
1000013439,Mumford and Sons
1000013440,Czech Republic
1000013441,Carpathians
1000013442,The Iliad
1000013443,Troilus and Cressida
1000013444,Guitar
1000013445,Nahum Tate
1000013446,The Electoral College
1000013447,Mary had a little lamb
1000013448,Meniscus
1000013449,Plasma
1000013450,HYDROCHLORIC
1000013451,RIBS
1000013452,OUTLAWS
1000013453,GERALD FORD
1000013454,JAMES BECK
1000013455,Dr. FU MANCHU
1000013456,CDU
1000013457,OMC
1000013458,BILLY MITCHELL
1000013459,GYMNASTICS
1000013460,JENNIFER ECCLES
1000013461,MAHDI
1000013462,GABERDINE
1000013463,SEVERN BRIDGE
1000013464,GERMANY
1000013465,"SERPENTINE, Hyde Park"
1000013466,Sir ISAAC NEWTON
1000013467,ANWAR El SADAT
1000013468,Nicolae CEAUSESCU
1000013469,DINGLEY DELL
1000013470,BIRDS OF A FEATHER
1000013471,CHESTER
1000013472,JACOB MARLEY
1000013473,CLEMENT C. MOORE
1000013474,ENGLAND
1000013475,BRING UP MY POST
1000013476,Veracruz
1000013477,NAMIBIA
1000013478,ALUMINIUM
1000013479,The TIN
1000013480,GLAMORGAN
1000013481,LOUIS WASHKANSKY
1000013482,HUGH LOFTING
1000013483,SAYONARA
1000013484,PORTUGAL
1000013485,TUNGSTEN
1000013486,CROQUET
1000013487,T.S. ELIOT
1000013488,DEUTERONOMY
1000013489,CAMELS
1000013490,BLITZEN
1000013491,Zane LOWE
1000013492,KILMARNOCK
1000013493,VERMONT
1000013494,Peter Paul RUBENS
1000013495,MAX
1000013496,Ralph VAUGHAN WILLIAMS
1000013497,1936
1000013498,DUTCH
1000013499,SQUINT
1000013500,HENRY I
1000013501,Saint LUKE
1000013502,BLACKBIRD
1000013503,OAK
1000013504,CARRY ON SERGEANT
1000013505,KNITTING STITCHES
1000013506,Maureen LIPMAN
1000013507,ALIAS SMITH & JONES
1000013508,WINDS OF WAR
1000013509,CELLO
1000013510,MARCONI
1000013511,CALIFORNIA
1000013512,ALASKA
1000013513,BEARDS
1000013514,PUMPKIN
1000013515,TAXIDERMY
1000013516,Dick CHENEY
1000013517,YORK
1000013518,Theravada BUDDHISM
1000013519,YELLOW
1000013520,ST JAMES`S Park
1000013521,Sherlock HOLMES
1000013522,THE ROBE
1000013523,ROO
1000013524,"I, said the FLY, with my little eye"
1000013525,CORNWALL
1000013526,ANGKOR WAT
1000013527,DROWNED
1000013528,CAMBRIDGE
1000013529,TAMIL NADU
1000013530,COPENHAGEN
1000013531,ROCKET MAN
1000013532,David ESSEX
1000013533,DON
1000013534,MOZAMBIQUE
1000013535,ITCHEN
1000013536,Rick STEIN
1000013537,MONKEY
1000013538,Cliff RICHARD
1000013539,ECONOMICS
1000013540,Oscar WILDE
1000013541,ST TRINIANS
1000013542,SOUTH DAKOTA
1000013543,BIRD
1000013544,MEAT
1000013545,TURTLE
1000013546,COVENT GARDEN
1000013547,Elizabeth FRY
1000013548,Charlotte CORDAY
1000013549,BALTIMORE
1000013550,LAS VEGAS
1000013551,GARGAMEL
1000013552,DIVA
1000013553,APOLLO
1000013554,EASTENDERS
1000013555,IODINE
1000013556,HART
1000013557,Nicolas SARKOZY
1000013558,BELGIUM
1000013559,SWITZERLAND
1000013560,CUBA
1000013561,William MORRIS
1000013562,Mikhail KALASHNIKOV
1000013563,MEDAL OF HONOR
1000013564,MONKEY
1000013565,FELUCCA
1000013566,FRANCE
1000013567,LA BOHEME
1000013568,CABBAGE
1000013569,PORTUGUESE COLONIES
1000013570,Hollandaise
1000013571,Seville
1000013572,Drury Lane
1000013573,Sweden
1000013574,Trainspotting
1000013575,Hungarian
1000013576,Pictures of Matchstick Men
1000013577,The Scott Memorial
1000013578,Sydney Opera House
1000013579,Boston Red Sox
1000013580,Red
1000013581,Measure for Measure
1000013582,A Winter’s Tale
1000013583,Uriah Heep
1000013584,Backgammon
1000013585,Guitar
1000013586,Second marriage
1000013587,The Statue of Liberty
1000013588,Margaret Thatcher
1000013589,Dudley
1000013590,Catwoman
1000013591,The Muppets
1000013592,Bay of Pigs
1000013593,Judy Dench
1000013594,Erie Canal
1000013595,Federico Fellini
1000013596,Portugal
1000013597,Che Guevara
1000013598,Sir Walter Scott
1000013599,Faroe Islands
1000013600,Boxing
1000013601,Alexander Borodin
1000013602,Jonathan Davies
1000013603,Charles Darwin
1000013604,The Halls of Montezuma
1000013605,Parachute Regiment
1000013606,Tiger Bay
1000013607,Elephant and Castle
1000013608,James Joyce
1000013609,Monitor lizard
1000013610,I am the Very Model of a
1000013611,Mordred
1000013612,A Fish
1000013613,Gladys Knight
1000013614,Princess Anne
1000013615,Quincy Jones
1000013616,Irving Berlin
1000013617,Porgy and Bess
1000013618,The Golden Buddha
1000013619,Geraldine Rees
1000013620,Squash
1000013621,Grandson
1000013622,Long Island
1000013623,Canada
1000013624,Some Like It Hot
1000013625,Sally Kellerman
1000013626,Lenny Bruce
1000013627,A Bird
1000013628,Shane Fenton
1000013629,Edward II
1000013630,Goldfinger
1000013631,The Nautilus
1000013632,Arthur Miller
1000013633,Rufus Hound
1000013634,Mary I
1000013635,Louis-Philippe
1000013636,Exodus
1000013637,Harriet Vane
1000013638,The Diogenes Club
1000013639,Coffee
1000013640,Mahler
1000013641,Rose
1000013642,New South Wales
1000013643,Linford Christie
1000013644,Milk
1000013645,Attila the Hun
1000013646,Essex
1000013647,Louis XIV
1000013648,Don Quixote
1000013649,Snaefell
1000013650,Aristotle
1000013651,Jeremy Bentham
1000013652,Victoria
1000013653,Penguin
1000013654,Godalming
1000013655,Robert Fulton
1000013656,John Higgins
1000013657,Our Mutual Friend
1000013658,Jude the Obscure
1000013659,Solo
1000013660,We’ll Meet Again
1000013661,Apocalypse Now
1000013662,Mickey Mouse
1000013663,Full of Grace
1000013664,Couscous
1000013665,Sarah Michelle Gellar
1000013666,Ken Russell
1000013667,Baron Munchausen
1000013668,Dombey & Son
1000013669,The War of the Worlds
1000013670,Antwerp
1000013671,Montreal
1000013672,Baleen
1000013673,The Sperm Whale
1000013674,Delaware
1000013675,Andrew Johnson
1000013676,Norway
1000013677,Jake La Motta
1000013678,Coronation Street
1000013679,Della Alexander
1000013680,1943
1000013681,1985
1000013682,1943
1000013683,Grace Kelly
1000013684,Equity
1000013685,FAWN
1000013686,NETHERLANDS
1000013687,BRITANNIA METAL
1000013688,NAPOLEON III
1000013689,Scuderia FERRARI
1000013690,Dominic MONAGHAN
1000013691,BLUE PETER
1000013692,BUXTON
1000013693,BARCELONA
1000013694,Bill MURRAY
1000013695,MANCHESTER
1000013696,SWISS
1000013697,CANADA
1000013698,ARGENTINA
1000013699,RUSSIA
1000013700,RWANDA
1000013701,SYRIA
1000013702,AMERICAN
1000013703,SWISS
1000013704,GERMAN MEASLES
1000013705,BODENSEE
1000013706,ABERDEEN
1000013707,SPANISH-AMERICAN War
1000013708,KERMIT
1000013709,NORTHANGER ABBEY
1000013710,YAK AND COW
1000013711,Lauren BACALL
1000013712,Dolly PARTON
1000013713,SMALLPOX
1000013714,ROSE
1000013715,PARSLEY
1000013716,MAY
1000013717,Sir Wally HERBERT
1000013718,INUIT
1000013719,THIRTY YEARS war
1000013720,GREECE
1000013721,BURBERRY
1000013722,Alexander McQUEEN
1000013723,RADIUM
1000013724,AMPERE
1000013725,LIGHTHOUSE
1000013726,GBH
1000013727,STAG
1000013728,Let the BUYER BEWARE
1000013729,SAN MIGUEL
1000013730,SPAIN
1000013731,BURY
1000013732,SEABISCUIT
1000013733,INNSBRUCK
1000013734,BABY FACE
1000013735,John F KENNEDY
1000013736,TRITON
1000013737,IDAHO
1000013738,PITCAIRN
1000013739,Igor STRAVINSKY
1000013740,Johann Sebastian BACH
1000013741,Franz LISZT
1000013742,VACUUM or THERMOS FLASK
1000013743,William ADDIS
1000013744,ZIPPER
1000013745,INDIA
1000013746,RABAT
1000013747,ZAMBIA
1000013748,BAADER-MEINHOF
1000013749,SOUTH AFRICA
1000013750,BAVARIA
1000013751,GERMANY
1000013752,THE FLASH
1000013753,SAINT GEORGE
1000013754,HEBRON
1000013755,PRESTON North End
1000013756,CONNACHT
1000013757,CLEAT
1000013758,Winston CHURCHILL
1000013759,Cab CALLOWAY
1000013760,Alton Towers
1000013761,Walter Raleigh
1000013762,The Method
1000013763,Willie Nelson
1000013764,Loretta Lynn
1000013765,Masai Mara
1000013766,Belgium
1000013767,Mali
1000013768,Robbie Burns
1000013769,Ku Klux Klan
1000013770,Scott Baio
1000013771,Bromine
1000013772,16
1000013773,Centrifugal
1000013774,Prince Albert
1000013775,Time
1000013776,Goya
1000013777,Humber
1000013778,Buddhism
1000013779,Hebburn
1000013780,Decca
1000013781,De Gaulle
1000013782,Sherman
1000013783,Geneva
1000013784,Swallowtail
1000013785,Proboscis
1000013786,Boris Johnson
1000013787,The Mouth
1000013788,Hypoglycemia
1000013789,Master of the Rolls
1000013790,Lincoln’s Inn
1000013791,Robert Louis Stevenson
1000013792,Dostoyevsky
1000013793,Skillet
1000013794,Yvette Fielding
1000013795,Volleyball
1000013796,Tanzania
1000013797,John Wycliff
1000013798,The Black Death
1000013799,John Keats
1000013800,Jesse James
1000013801,The Chemical Brothers
1000013802,Kafka
1000013803,Albania
1000013804,Hippopotamus
1000013805,The Cheesegrater
1000013806,Wardrobe
1000013807,Chair
1000013808,Atlas
1000013809,Australia
1000013810,Id-ul-Fitr
1000013811,Zoroastrianism
1000013812,Brahman
1000013813,Apes
1000013814,Factor
1000013815,Leg
1000013816,Chopin
1000013817,Neck
1000013818,Handel
1000013819,Jill
1000013820,Bacon
1000013821,Barnacle
1000013822,Ceres
1000013823,Jack Brabham
1000013824,Yoga poses
1000013825,Edinburgh Castle
1000013826,Mathematics
1000013827,Italy
1000013828,Georges Braque
1000013829,Wolverine
1000013830,Echidna
1000013831,Caravaggio
1000013832,North-West Passage
1000013833,Little Richard
1000013834,Spanish Armada
1000013835,Glasgow
1000013836,May
1000013837,Calcium carbonate
1000013838,County Clare
1000013839,Berwick Rangers
1000013840,Derry City
1000013841,AS Monaco FC
1000013842,Frédéric Chopin
1000013843,The Yetties
1000013844,Eine Kleine Nachtmusik
1000013845,Insulin
1000013846,Barrow-in-Furness
1000013847,Appleby-in-Westmorland
1000013848,Edmond Hoyle
1000013849,John le Carré
1000013850,Kay Scarpetta
1000013851,Companionway
1000013852,The Hunting of the Snark
1000013853,Tosca
1000013854,Sri Lanka
1000013855,St Bernard
1000013856,Kurt Wallander
1000013857,Penarth
1000013858,David Bowie
1000013859,Long Walk to Freedom
1000013860,Chicago
1000013861,Nepal
1000013862,Harrow
1000013863,Leeds
1000013864,Colorado
1000013865,Beaver
1000013866,Pineapple
1000013867,Moby Dick
1000013868,AP
1000013869,Am
1000013870,Greylag Goose
1000013871,Baize
1000013872,Iceland
1000013873,Ash
1000013874,The Hunting of the Snark
1000013875,Childe Harold
1000013876,Shredded Wheat
1000013877,Aspartame
1000013878,Most Valuable Player
1000013879,Carlisle
1000013880,King John
1000013881,Philip Glass
1000013882,Symphony No. 9
1000013883,Capacitor
1000013884,Kir
1000013885,Benefit Street
1000013886,Easter Island
1000013887,Dabbling ducks
1000013888,Truro
1000013889,Tom Dooley
1000013890,Robert Boyle
1000013891,Boeing 737-800
1000013892,Mark Gatiss
